Quarter_Year,Recession,Unemployment_Rate,GDP_Growth,Inflation,Industrial_Production
Q1-2021,1,8.206270334,-1.356439419,4.359476385,101.5406043
Q4-2014,1,7.780933445,1.129904819,3.56371771,113.5941904
Q4-2023,1,5.650606367,0.566410735,3.536110584,71.43493516
Q4-2023,0,1.380510968,0.521963439,1.1540647,104.801823
Q1-2014,0,5.702862605,2.10675929,3.621938708,107.4713819
Q3-2022,0,6.974819258,2.460801923,2.251941375,102.4335655
Q4-2013,0,2.390897042,2.601493864,1.687547153,115.7388202
Q2-2014,1,7.919106924,0.312283166,3.40703808,72.74496356
Q1-2024,0,6.12848734,3.025025551,1.564310439,94.36293912
Q4-2020,1,9.689260461,3.263806932,3.544652575,87.79324654
Q2-2020,1,14.07471532,-0.014553012,2.905514702,101.4562832
Q3-2024,0,6.613486203,2.957406127,1.451012799,112.0731364
Q3-2021,0,6.253136708,4.061563823,2.124627026,87.94115263
Q4-2022,1,8.126523545,-2.630976376,2.29816572,76.67329895
Q4-2016,0,5.787208695,2.821757296,1.434089314,107.7956368
Q1-2016,1,12.21168037,-1.535431214,1.879078473,92.07893052
Q2-2023,0,4.753413852,5.122693289,1.701035391,101.6437426
Q2-2020,0,4.824178139,3.126460881,1.559445865,108.0383005
Q3-2017,0,5.21203029,2.964508789,2.379102325,91.90059056
Q1-2017,1,7.307223932,-3.239776586,3.820564114,82.63214621
Q3-2017,0,5.403445271,1.894609817,2.52966956,105.2369162
Q4-2019,1,7.901946623,-0.283426188,3.310092932,80.75446495
Q2-2019,0,7.21997962,4.619746665,2.710534505,94.57641785
Q1-2022,1,9.074876755,1.772682013,2.322699987,95.98690832
Q2-2019,1,9.711784829,-2.433525686,2.249524976,98.14266632
Q3-2018,0,4.760652077,3.063402703,3.423526799,85.537052
Q1-2015,0,5.959639163,0.69651486,1.564289005,106.670624
Q4-2015,1,7.283769453,-2.930371332,4.435592368,90.3201607
Q1-2013,0,5.86020948,3.0441065,1.666234137,91.57738762
Q1-2013,0,6.092353744,3.393722957,0.361956457,122.4922447
Q3-2024,0,3.4000158,3.050504308,1.802175601,90.49456188
Q2-2021,1,8.883395424,1.575442197,3.732534986,94.35131421
Q4-2020,1,9.181833379,-0.488376077,4.361355525,92.99357607
Q4-2024,1,9.224810879,0.333040564,1.38658278,89.4120136
Q1-2019,0,3.934987832,1.040788674,2.662613583,100.9024198
Q4-2022,0,5.447300417,3.529136414,2.71451826,105.3366081
Q1-2024,0,4.993067467,0.5182669,3.041121912,128.546831
Q1-2013,0,5.556210778,4.924442889,-0.136958627,85.51457287
Q4-2016,0,5.585331176,3.544957531,3.325463697,72.88890814
Q3-2022,0,5.912876968,5.847756824,2.352721602,89.89857585
Q1-2014,0,9.164426174,2.96719373,2.366917705,99.69874016
Q2-2018,0,5.059537636,3.604199273,2.831198911,106.6548981
Q1-2020,0,3.89813992,2.167394668,0.39612425,100.9646602
Q3-2013,0,1.970280001,2.448064495,2.811999022,98.47808498
Q4-2015,0,3.207024803,1.238159309,3.899933853,115.3666842
Q2-2019,0,6.853022976,0.762749622,0.905079851,92.09117401
Q4-2016,1,9.95934368,-0.056870222,2.545217925,107.7763271
Q1-2022,1,7.36067069,0.111680637,3.331369251,91.20942693
Q2-2018,0,8.696318661,1.208831541,2.285162331,114.9960919
Q1-2020,0,5.490146716,1.421521909,2.340831626,90.57080618
Q2-2016,1,9.411434689,0.788942349,2.434236344,89.22410904
Q4-2019,0,8.36633777,1.1882539,2.031960386,85.38749974
Q1-2014,0,7.609183581,2.927974095,3.395225205,103.0019524
Q3-2024,0,6.171706214,1.225492999,2.32492217,103.2093249
Q2-2020,0,6.243820911,2.807025376,2.294599206,120.0850573
Q2-2024,0,6.384177644,1.119145466,1.42836186,100.8081318
Q1-2014,0,4.638549302,1.124181308,3.071312683,84.82730603
Q4-2015,0,5.430189346,-0.334677392,1.826462547,109.4419348
Q4-2016,1,10.23507223,-0.417140604,1.033646295,82.74299594
Q2-2019,0,4.809826108,4.244877721,2.33616092,87.30499583
Q2-2019,1,6.573835967,1.041241209,3.581485667,99.36722126
Q4-2024,1,6.793058161,-0.349063326,2.81965336,80.41750299
Q1-2018,0,3.518101088,0.098782621,0.21427775,94.01099003
Q3-2022,0,5.096558856,3.512650232,1.107037241,114.0248779
Q4-2021,0,2.329314272,2.770799528,1.90790186,105.1356029
Q1-2021,0,5.511557766,2.012196208,1.687660512,105.9701568
Q2-2020,1,5.744814651,1.873330872,3.168975229,79.50970716
Q1-2022,0,4.39479041,3.238533624,2.473341199,107.0554447
Q3-2018,1,8.798951055,2.298110436,2.802892001,87.70274608
Q2-2015,0,6.186720067,0.813233399,0.880814302,95.55888005
Q1-2014,0,6.008538813,0.907083631,3.162568058,104.0849483
Q4-2021,0,5.479600872,1.109224659,2.448462993,100.0831511
Q2-2021,0,3.321090027,2.157974187,2.53711962,85.367194
Q3-2020,0,6.470912532,4.405806706,2.307316268,109.5200238
Q2-2015,0,3.355397953,1.75168897,2.877935005,110.4754543
Q3-2017,0,6.641863731,1.777354983,1.695123273,94.1265238
Q4-2020,0,5.941557136,3.00075032,2.66266138,106.0891155
Q1-2013,1,9.787980903,0.455255048,3.256465111,98.24026998
Q1-2014,0,5.037302726,-0.184149913,2.508334854,81.31330744
Q1-2024,1,7.268472303,0.846183653,1.888715029,80.84616564
Q4-2013,0,3.061021214,1.713740433,2.111298724,78.22604872
Q4-2016,1,6.614716351,0.754863191,3.122924461,98.60268098
Q4-2018,0,2.544837877,4.201916959,3.423189468,104.465061
Q4-2016,1,11.34511156,-0.193576674,3.179728268,79.31543681
Q2-2013,0,6.60112543,0.661755376,2.865574193,98.49763493
Q4-2019,0,5.830549888,0.731313639,0.810825152,96.31872514
Q4-2020,0,4.950438632,2.465065743,1.426784967,79.59658566
Q3-2019,1,11.11343962,0.099859784,3.720724249,101.40685
Q4-2017,0,4.852777276,2.571367809,2.34431149,102.5517492
Q4-2018,1,10.05054966,-1.407615143,2.414576965,91.62967571
Q4-2015,0,4.92822273,3.98971222,2.764601865,98.62212187
Q3-2021,1,6.905826689,1.001547863,2.851372289,98.45567323
Q1-2021,1,9.053630213,-2.927788388,2.456798842,70.62210263
Q1-2021,0,4.049754966,3.47983959,1.937263066,91.24629005
Q3-2023,1,6.471685824,1.875660055,4.279050721,91.46493997
Q1-2022,0,6.022204078,2.685917177,2.871162646,111.1557286
Q4-2015,0,4.25358745,2.779060436,3.506510371,75.89978257
Q3-2013,0,5.200223042,1.564137986,2.44038155,109.9607234
Q1-2013,0,4.48800782,2.209059113,3.54472719,92.91982558
Q1-2021,0,4.982673053,3.103444011,2.19048666,97.13424693
Q4-2022,0,3.990066322,3.858148079,1.898856503,100.338117
Q2-2015,0,4.039116871,3.035200335,1.649492068,88.95161504
Q3-2023,1,6.523877021,1.233748639,2.905957777,76.31529366
Q4-2023,1,10.0776116,0.215140699,3.354112861,89.55577649
Q1-2020,1,9.897383395,-0.569228644,2.945699102,109.5650264
Q1-2016,1,9.351810037,-1.683296801,2.594896148,79.21132498
Q4-2015,0,6.538079847,3.981294078,2.486037379,90.4594213
Q3-2020,0,4.310128509,3.70852237,1.609513431,87.76262635
Q2-2024,0,6.322377477,0.526475118,0.639694004,97.74444707
Q2-2013,0,4.978818917,2.248590171,0.599002701,90.17356955
Q3-2021,0,4.761989742,2.29216743,0.322101253,90.38884222
Q3-2018,0,6.878550645,1.59816057,0.866004604,102.1017452
Q1-2017,0,5.830652694,0.807552335,1.040052118,85.55456574
Q2-2019,0,4.471363617,1.571675001,1.220782132,116.2230903
Q4-2014,0,5.733189973,1.355981726,2.228825939,88.24235132
Q1-2020,0,3.101431022,0.836237843,0.982402093,111.3143774
Q2-2019,0,5.370969472,3.494878384,1.26446083,119.7298157
Q2-2015,0,2.750612674,2.839535885,0.534544314,111.9808796
Q2-2019,0,3.523400561,1.943052806,1.47167768,110.7378848
Q2-2021,0,5.876959547,0.015317786,2.579111134,107.9616042
Q1-2023,1,5.122522415,0.327945916,2.707416987,94.66648893
Q3-2014,0,7.703767789,3.125266749,2.065590575,111.7880371
Q4-2013,0,6.251739081,1.616747225,1.998436801,97.39415246
Q1-2024,1,6.650237804,-1.79133423,2.068922693,95.36229551
Q3-2015,0,8.59774791,2.352373579,1.672995341,111.0778059
Q1-2020,0,9.011155839,2.902082594,2.176780295,105.0851234
Q4-2021,0,4.729262512,0.100082961,2.775645514,97.30703129
Q1-2019,1,6.939806628,1.759467898,2.906340525,93.2750246
Q1-2018,0,7.529455361,1.001047531,2.704487575,96.30657254
Q4-2021,0,4.484314794,1.992660735,1.1310108,94.56178718
Q2-2015,1,7.481128535,1.122640995,1.568837932,94.77175842
Q1-2022,0,6.825934601,2.650430867,0.598063374,101.4620226
Q1-2015,0,4.769732804,3.815309721,2.653653229,107.7577265
Q4-2018,0,4.638418625,4.364414753,0.848241468,101.5258764
Q3-2021,0,3.091407534,0.748388758,2.849364154,105.0948743
Q3-2021,0,4.054185356,3.582452686,1.643211906,113.9832521
Q4-2024,0,4.608845231,4.090584225,3.335007681,98.3789414
Q4-2021,1,5.230584273,-0.287834578,2.539705873,86.64834215
Q2-2017,0,3.278096273,2.144543168,1.684962515,104.2977583
Q3-2022,0,5.050401975,0.204347421,2.053575872,74.21182981
Q4-2020,0,2.225443781,3.437295342,1.668305644,107.0886592
Q4-2018,0,3.681255477,-0.541841978,2.334453613,91.37884272
Q3-2018,0,7.91689099,3.662569377,1.164224043,116.7590514
Q4-2020,1,9.119127701,-2.348663042,2.921420907,96.34164215
Q1-2022,0,4.293914888,4.168826442,1.399323895,109.1608847
Q4-2015,0,4.475081248,2.975528122,1.835565832,109.396864
Q1-2016,1,7.516163874,0.490520354,2.278692947,84.48902753
Q3-2018,0,5.862303305,1.524667635,2.697836843,97.39908709
Q1-2019,1,9.497414693,-1.099111487,2.461385943,71.29839846
Q3-2021,0,4.41386238,0.383653403,2.732860078,114.9451815
Q1-2023,1,6.961964917,1.385446929,2.760623876,77.5430412
Q2-2020,0,6.969159677,3.295528083,1.992751732,99.85170042
Q1-2017,0,2.734542868,3.338095655,2.740751324,112.2504064
Q4-2017,0,4.913626975,2.849730845,1.059610612,115.3424505
Q4-2024,0,5.202869811,3.152645899,1.294138711,97.49157451
Q1-2019,0,3.83497571,2.150001942,2.648456119,82.93914764
Q2-2018,0,4.827295095,2.944360761,3.077946799,102.3107273
Q1-2016,0,3.632485309,1.471795673,2.012968377,103.3313534
Q3-2017,1,8.496821511,-1.07795096,2.625243209,95.46568719
Q4-2021,1,7.517237189,3.956339787,2.494566116,91.21752199
Q4-2015,0,6.593500494,2.546705616,3.575747874,98.61938545
Q1-2023,0,4.890042264,0.134054965,0.933155992,93.05955557
Q3-2017,1,6.365734325,-1.470199227,3.006852965,89.54301182
Q4-2015,1,5.78097519,-1.622364368,3.420778448,97.30020059
Q1-2015,0,6.545986694,2.691062218,1.074892648,102.6324987
Q3-2014,0,4.022206799,1.432769065,1.748975437,99.56037722
Q4-2019,0,3.249127161,2.245802348,0.556348691,111.2380642
Q2-2016,0,6.577194979,1.61219198,2.230576383,102.5652157
Q3-2020,0,3.64354128,2.736620942,2.3464153,100.3100227
Q3-2017,1,7.016202867,-0.920359041,2.371813987,90.63773925
Q3-2024,1,8.406132348,-0.31300861,3.204306199,73.2876957
Q4-2016,0,5.236936404,4.838297751,1.467892539,89.09930531
Q1-2014,1,12.28599189,-0.627748399,2.123370165,84.54746741
Q3-2021,0,3.747574448,3.368626256,1.21972157,92.62583722
Q4-2015,0,4.684232995,-0.443395715,2.529300645,99.54755464
Q1-2019,0,4.80023279,2.220674275,0.66092765,108.5670832
Q1-2018,1,10.43422873,0.747642846,1.497710511,93.02230573
Q4-2021,0,6.932934692,1.602384779,1.526272027,103.9255058
Q3-2018,1,7.749596817,-1.943232918,2.343685118,94.65596005
Q4-2016,1,8.641781218,-0.23203125,3.3997317,97.99573482
Q3-2022,0,2.775512198,4.338538476,1.927088606,109.941696
Q1-2024,0,5.168571785,2.324260772,1.928458754,109.6950423
Q2-2023,1,6.115567725,-0.11194488,1.442562647,81.7224914
Q3-2022,0,5.927654466,3.85225677,1.815707271,81.08859038
Q2-2016,1,8.256357215,3.886834328,1.4137003,84.2886523
Q3-2020,1,8.315163902,-1.468157702,3.12314375,89.68468661
Q1-2014,0,2.809597978,1.361067233,2.541833386,109.2859852
Q3-2021,0,2.282821874,2.149318555,1.376375776,99.03514275
Q3-2018,1,12.56546863,-0.165022603,3.754745651,87.08238807
Q1-2020,0,5.194525864,-0.2848419,1.648763457,101.6353371
Q3-2023,0,5.606503216,3.284510714,2.98569221,105.3583102
Q3-2015,0,3.631557555,2.677916865,2.182410983,107.7574784
Q2-2017,0,6.313285411,1.859266773,1.169088232,95.86974304
Q3-2024,1,9.770952481,0.64531629,3.781730463,82.64488359
Q4-2015,1,7.885672586,1.382532064,4.102192141,84.79688225
Q1-2015,0,3.410741846,3.733626131,1.670285172,101.2012418
Q2-2015,0,3.901208474,2.517716057,2.396409886,89.47733024
Q4-2023,0,4.957576027,2.891239595,2.383622007,109.4830131
Q1-2017,1,8.40809807,-0.530172544,2.436576618,76.35111568
Q2-2022,0,5.057591012,3.977436737,2.0525179,84.42469677
Q3-2014,0,6.948095163,2.957459458,2.195618038,101.5535358
Q2-2024,0,3.927564725,3.274267939,1.459492856,97.23994385
Q1-2016,0,3.370007013,3.571192659,3.077235571,104.711983
Q4-2022,1,8.804099006,1.696977329,1.130426511,85.77095747
Q2-2023,0,2.460372776,1.797022168,2.541552811,104.0312956
Q1-2015,0,6.043606248,4.450850433,1.025308365,110.0720358
Q3-2019,0,5.146944897,5.465319735,1.805174506,93.76653397
Q2-2013,1,8.870975402,-0.904362646,2.172978046,90.59233818
Q1-2014,0,4.40967069,2.239851827,0.944780372,117.9577578
Q1-2020,0,6.364993673,1.985858847,1.930335196,107.7132305
Q1-2022,0,6.317221903,3.288266089,2.058191588,92.06778868
Q2-2022,1,7.695427335,-1.354055558,3.469459485,95.23261669
Q3-2017,0,5.887653235,1.900602252,1.680739875,86.98380053
Q4-2014,0,6.295055693,2.171629387,2.493124366,88.42295258
Q4-2024,1,9.978868143,-1.397170677,2.716888191,107.9141991
Q1-2024,1,7.606440543,-0.194717564,3.251891904,90.05232586
Q1-2013,0,5.571751561,1.912888506,1.126447035,115.3838016
Q2-2018,1,5.668924707,0.226996676,3.172748732,95.27272151
Q1-2017,0,5.106658354,3.145893063,2.298575212,94.5458938
Q3-2014,0,4.650310617,4.544081134,1.602695851,100.4318115
Q1-2019,0,4.415201564,3.43592003,2.30474938,102.6813158
Q1-2024,1,5.78315533,-1.121759447,3.654753305,115.491737
Q4-2013,0,3.458603373,2.295955517,1.585735847,107.0302327
Q4-2021,1,8.417846246,-0.054428445,3.250150327,79.83993783
Q2-2014,0,6.342558771,2.806285886,0.157654419,98.06640878
Q3-2020,0,5.428735236,3.811899567,0.467705699,104.72795
Q3-2017,1,10.91543075,0.57370729,1.867309662,77.0251355
Q4-2023,1,9.814904905,0.588102125,3.090352857,90.64903022
Q3-2022,0,5.493963718,2.51205026,1.396023414,97.95187162
Q3-2019,0,5.210440116,3.472700788,0.929800319,104.8579794
Q2-2015,1,6.046613933,-0.949340467,3.371587762,89.55229112
Q2-2019,0,7.980006897,0.751588265,2.080296778,86.01917853
Q3-2017,1,6.654855195,0.456643683,2.676468489,91.33590646
Q3-2022,1,9.114635589,0.243613216,2.124728917,98.67395084
Q3-2013,0,6.249198505,4.08810193,2.00567872,114.4520173
Q1-2024,1,8.503623826,-2.660104616,3.907603344,100.2453465
Q1-2016,0,3.267366364,2.37958072,1.028601368,84.04258637
Q4-2019,0,4.370145496,2.628056263,3.264767736,86.63714868
Q4-2017,0,3.801567842,0.68694645,1.546699658,89.42757187
Q4-2019,0,2.029348656,2.396084376,1.490644635,115.0560371
Q4-2014,0,5.195490113,3.924307202,2.107426233,104.9498761
Q1-2023,1,8.182521758,2.369699403,2.926947358,118.9753892
Q3-2022,1,9.577327926,0.314432883,1.4999351,107.0115052
Q1-2013,0,5.922761657,2.110634343,1.913465609,100.953906
Q3-2013,0,5.062102925,4.013818217,2.462398995,95.44519908
Q1-2016,0,4.290950701,3.593683139,2.822339425,103.7417069
Q4-2019,0,5.172674105,1.918731318,1.907389731,108.4110564
Q1-2019,1,8.529181415,-1.466093482,2.335393316,103.1005961
Q1-2021,1,7.992500185,-0.305621017,3.150943169,88.84906362
Q2-2022,1,11.98372781,-1.493524483,4.761814352,107.1550627
Q2-2014,1,5.910861339,-1.18822888,3.027516849,85.7482645
Q4-2023,0,4.747037197,3.084103506,1.854072493,111.832109
Q1-2024,1,9.775127587,0.854469359,4.329043655,94.37959894
Q4-2020,0,4.399788737,2.045377479,1.09616837,96.45686103
Q1-2024,1,10.000139,1.400127814,2.598393483,68.52383625
Q3-2024,0,6.01768873,3.28012656,3.926121461,87.61141404
Q1-2018,1,7.315838786,-0.123682544,3.158846114,101.7586041
Q4-2016,1,9.152938909,-1.693464813,3.249656667,100.9172
Q1-2018,0,3.943086899,4.669312265,1.737040992,105.9265243
Q3-2015,0,3.805012528,3.164037342,2.469042057,115.5415324
Q1-2022,1,9.730946111,-1.03336161,4.423870708,75.52230297
Q4-2021,0,6.895641743,1.889059315,0.788658996,95.27972545
Q3-2021,0,6.11816756,2.127457429,1.922971535,95.95633715
Q3-2017,0,4.96613359,1.277994946,2.27979775,86.61250259
Q4-2017,0,6.171779292,3.685960653,1.954912189,92.00837172
Q2-2017,1,7.521156671,-0.293669245,2.51330176,78.33483707
Q3-2024,0,3.245160462,2.847789807,3.116146967,84.30139699
Q1-2023,0,4.782293571,1.960099305,2.162903319,91.03074608
Q2-2016,0,4.890260606,3.304955763,1.439099924,99.34177748
Q3-2016,0,6.142535505,3.46804578,2.787384174,117.8710091
Q3-2020,0,4.150294249,1.727313925,3.11180041,89.80752367
Q1-2013,0,3.631003137,2.459351601,2.912596369,110.7346276
Q3-2013,0,4.931679565,0.767930246,1.667505023,102.2118224
Q4-2016,0,4.031863244,4.54065181,1.702070291,104.3697043
Q3-2018,1,8.441663038,0.516367178,2.021601785,92.50874165
Q3-2015,0,4.878680641,0.82535332,2.203193138,81.4649477
Q4-2015,0,4.425433754,1.459714954,2.87884657,89.48337184
Q2-2015,0,6.444774114,2.338218016,2.451344805,105.7357955
Q4-2020,0,7.121442659,2.546512864,3.40165584,100.4618989
Q4-2016,0,6.294366114,1.676738439,0.447704323,83.54296421
Q4-2014,0,2.343204252,1.126086403,2.112143418,97.82528653
Q2-2022,1,6.8908703,-0.217940182,4.007805534,96.48367095
Q4-2015,0,4.732021821,4.587381365,1.512882145,87.46173263
Q4-2018,0,2.230590111,2.565598502,1.094784281,96.03362548
Q4-2019,1,8.622951365,-0.650338114,1.838896572,102.0112455
Q4-2014,0,4.712855046,2.023792704,2.083520825,105.8931651
Q4-2019,0,4.326538878,1.183931619,1.014292859,115.8666086
Q4-2021,0,5.012975266,1.693618298,3.178432106,96.23653041
Q2-2019,0,2.928757458,3.863333296,2.411949968,110.8168508
Q4-2014,1,6.776602112,-3.386311259,2.557790162,77.28618502
Q4-2019,1,7.910004489,-0.509243304,3.083138801,98.09024786
Q4-2019,1,7.69238623,0.649526047,4.28857246,86.79273705
Q1-2022,0,5.670340366,2.6420792,3.072719622,104.5715925
Q1-2023,0,5.582861543,3.37290125,1.252865758,105.0770521
Q4-2021,0,4.389339547,2.573393516,1.413471302,106.8823334
Q3-2019,0,5.180178325,1.955248681,1.714134142,89.91908335
Q1-2017,0,3.800010358,1.71205269,1.500316081,103.1642979
Q1-2015,1,6.802347899,0.829820668,1.280714558,95.12661043
Q1-2021,0,3.416573792,3.749262373,1.348097163,112.5442041
Q4-2017,0,6.598136648,5.953165024,1.436950049,93.59852552
Q1-2016,0,4.589758549,2.162813886,1.039876951,86.93807203
Q4-2019,0,6.595915169,1.734144391,2.35222422,83.54674502
Q4-2024,0,5.467244103,3.043800276,1.899342794,97.14319776
Q1-2020,1,6.853469131,1.310760001,3.162583531,85.6067608
Q1-2016,0,5.376659899,3.263626095,1.212177931,96.99376815
Q2-2024,1,9.567299412,1.41220359,3.883500058,87.47128069
Q3-2021,0,4.883628813,3.252008335,2.115775838,113.9441567
Q2-2014,1,7.405060273,0.759698708,2.305453632,88.98572126
Q2-2017,1,8.284640285,1.710200929,3.879537784,98.49757748
Q1-2014,0,5.03615484,3.97101366,2.090165049,103.8428079
Q3-2024,0,5.356847283,-0.21360554,1.578762074,90.87212927
Q1-2019,1,8.929405657,0.036588182,2.738008283,88.42123386
Q2-2013,0,3.381056095,1.392147774,1.242811634,115.4552654
Q2-2015,1,10.85955126,1.637024333,3.089856772,99.90428893
Q2-2020,0,5.906180759,-0.238762034,3.623270455,112.02509
Q1-2024,1,7.69994449,1.830786062,1.135735381,96.25237309
Q1-2014,1,9.688364564,-1.537318225,2.767449909,88.48693665
Q1-2021,1,7.427299569,-0.667461202,3.024259116,111.1775065
Q1-2013,0,2.034393539,2.927499185,1.706879228,105.5948739
Q2-2017,0,6.626199631,2.052075091,1.599482385,109.3090197
Q4-2020,0,5.34432671,4.635267169,3.354593393,101.0853667
Q3-2024,0,4.928446296,4.135639777,1.556122216,89.66613526
Q3-2015,0,5.348985807,1.886998357,2.317471046,103.9494707
Q1-2018,0,9.839197488,3.750981952,1.509953645,116.9394808
Q2-2019,1,9.621274462,-0.276349907,3.106155285,100.2531015
Q1-2019,0,3.4318396,1.83530245,2.748542104,105.5383533
Q2-2018,0,2.479435412,3.35702171,1.940500523,91.40112047
Q3-2019,0,6.581803645,4.247009309,1.542548118,115.2304373
Q1-2016,0,6.284143781,1.970712979,1.901184772,113.4724027
Q1-2021,0,5.862591151,2.062085472,2.428062313,82.17743095
Q2-2021,1,6.400017151,-0.288737259,3.259797377,102.4505106
Q1-2023,0,5.544928085,1.427211431,2.205621481,97.50544187
Q3-2021,1,6.972290071,2.161201271,2.70036453,92.91549841
Q1-2013,1,10.13322334,-1.584016039,3.889772726,78.58619749
Q1-2018,0,6.473985361,1.740167481,1.498718632,101.2076771
Q4-2024,1,6.941598131,2.365050318,2.823334111,77.36452355
Q2-2014,0,6.697715242,2.757506115,3.434955714,91.96760122
Q4-2019,0,5.172278599,4.832300115,1.922601461,105.1769528
Q1-2017,0,5.737809819,2.236866975,2.527236252,92.43178591
Q1-2014,0,3.035549954,5.523422584,1.290489493,104.2891152
Q3-2020,0,5.348321759,3.238779977,2.800791037,101.0971985
Q1-2014,1,6.446876157,-0.659873245,2.286304691,114.5077788
Q2-2022,0,5.711950181,1.578594858,1.02005549,93.53201793
Q3-2013,1,9.406252382,-1.160789998,3.419299295,87.55125199
Q3-2018,0,5.434280314,0.882622065,1.710864559,92.83513083
Q1-2022,0,3.64871764,1.708562099,1.806096981,114.2972711
Q1-2022,1,10.24120356,-1.716997598,3.324846704,92.01859051
Q2-2015,0,5.602683119,-0.593517431,1.767940276,98.38618104
Q2-2015,0,8.08790262,3.50982519,1.161826097,107.7029926
Q3-2017,0,5.380951941,3.430405265,1.545668952,91.29840384
Q1-2017,0,4.121787513,2.870052252,1.220159959,86.57834812
Q1-2018,0,6.155961838,1.1380403,2.929080744,102.8514903
Q2-2016,0,4.808482892,4.476150531,2.96456512,101.6212609
Q1-2015,0,5.120376485,2.286198292,1.327428998,92.63523757
Q2-2024,1,5.800501302,-1.469123447,2.887032718,90.32481592
Q1-2013,0,4.816347781,2.779103359,1.78194657,118.498622
Q1-2024,0,5.046207046,2.710287006,3.167533027,104.4764364
Q1-2016,0,4.807476986,-0.50330046,3.895548349,80.17795115
Q4-2013,1,7.673663328,-0.314279925,3.408786936,99.21009112
Q1-2013,0,5.432343696,2.644646831,1.589016982,119.8935742
Q4-2022,0,3.614791375,2.045510591,1.072868581,105.2913333
Q4-2020,0,3.261508099,0.914254167,2.195795746,101.7131982
Q2-2021,0,6.064304256,0.94960647,1.875277534,84.5252705
Q4-2019,1,10.41011109,1.292140068,2.290508909,76.84384059
Q3-2020,1,5.106406597,1.668268094,2.9569663,86.41041642
Q4-2014,0,2.25566743,1.962388606,3.689893318,92.65558907
Q3-2022,1,5.944609605,0.895711056,3.214505247,89.04572712
Q2-2019,0,4.807551508,1.950498094,1.07055848,101.2350511
Q2-2021,1,10.13415591,-0.845057401,2.829811536,82.46819292
Q3-2013,1,7.98354328,0.485553402,3.322771467,103.1620994
Q4-2015,0,3.845958427,1.121085997,2.393941698,100.7443897
Q1-2013,1,10.138653,3.252774332,2.136557752,90.60576874
Q4-2023,1,9.37977801,-1.401195499,3.079109432,99.06846573
Q1-2014,0,2.928489039,2.840592837,2.208816178,103.8264707
Q2-2020,0,2.937405673,2.680287199,1.850759223,100.4745312
Q2-2020,0,2.977703747,2.573770817,0.456798794,109.994702
Q1-2017,1,13.48407819,2.050931761,2.595449932,101.6357492
Q4-2024,1,9.559198729,-2.755612142,3.431940908,71.01935762
Q3-2024,1,6.945693311,0.313058909,3.039906781,79.85435944
Q3-2018,1,10.07516271,0.368600722,2.782698773,88.9133676
Q3-2016,0,4.147915569,3.200770955,3.118251583,88.84422118
Q1-2022,1,9.773972536,0.478394401,2.77593393,81.49480968
Q1-2018,1,8.808382677,-0.305842351,3.299802401,83.32049069
Q2-2016,0,4.011723125,1.051222401,0.508448836,97.43092094
Q2-2013,0,6.019730519,1.692235,1.157707402,85.08848753
Q3-2015,1,7.906904765,3.456935331,4.77091606,89.34197723
Q3-2022,0,5.597401658,3.211722515,3.324410768,114.2267593
Q2-2022,1,10.19297311,0.733437015,3.858841236,88.49502743
Q2-2021,0,5.307522159,2.077723812,0.170521432,105.9197826
Q2-2022,0,6.200830832,1.473268758,0.934663454,99.32694315
Q2-2021,1,11.76030716,0.032324967,2.080035947,93.59711812
Q2-2017,0,6.873187851,0.215538077,0.901524923,98.84493689
Q2-2020,0,5.32946774,1.719113801,1.691181886,107.4299234
Q3-2016,0,4.534089628,2.074509454,2.624590004,91.79115908
Q3-2019,1,9.453672127,0.349246183,2.101453574,89.95285434
Q2-2021,0,3.115806058,2.996455256,1.751650296,94.23024056
Q2-2022,1,10.40598397,0.304604532,3.172332779,96.53238644
Q1-2021,0,3.477615963,2.942767615,2.722584497,88.92035925
Q4-2018,1,7.020791785,-1.055581499,4.140242208,93.32852876
Q3-2016,1,10.00929648,1.470775199,2.861903553,96.3915864
Q2-2020,0,4.644012044,2.783388066,3.022749618,87.35292956
Q2-2023,0,4.261568014,4.583731366,1.693711911,117.4611988
Q1-2017,0,3.203778971,2.166646807,3.39753971,105.578395
Q1-2014,0,6.807990098,3.970474279,1.515138099,89.14329068
Q1-2020,0,3.750167202,2.608496792,0.425510255,101.5674623
Q4-2013,0,4.12118626,1.663307619,0.989662712,83.60672083
Q2-2015,0,2.31240587,5.621889419,0.918562178,82.85557524
Q1-2017,0,4.970208428,4.071650589,1.407845891,111.9624844
Q2-2015,0,4.50005767,2.781187952,2.90289094,87.99907112
Q1-2017,0,5.272786875,3.41919562,1.64069602,107.873383
Q4-2017,1,6.673803682,-0.440249384,1.993281492,97.81360769
Q4-2018,0,6.10127119,1.243826185,0.835041722,90.15972953
Q1-2014,0,2.241184171,3.836908344,1.953977885,120.7997626
Q2-2021,0,4.86173375,2.505756855,3.219793191,100.9272098
Q2-2014,1,9.879599139,0.55645472,3.406346882,87.80815119
Q2-2013,1,9.839029676,0.517582256,3.263267872,80.01963089
Q1-2016,1,10.02861982,0.287480378,3.555625148,76.99056386
Q3-2023,1,8.994346083,0.366857217,1.409924271,68.9339444
Q3-2023,0,6.987048057,0.061431068,2.481085048,92.2314606
Q4-2024,1,9.377775832,1.059090704,1.708845341,99.08521199
Q3-2015,0,3.548236047,2.367327566,1.666574569,89.81779428
